unique.cellid,unique.drugid
HuT 78,PD173074
HUTU-80,PD173074
IGROV-1,PD173074
IM-95,PD173074
Ishikawa (Heraklio) 02 ER-,PD173074
J-RT3-T3-5,PD173074
JEG-3,PD173074
JeKo-1,PD173074
JHH-6,PD173074
JHOC-5,PD173074
JHOM-1,PD173074
JHOS-4,PD173074
JHUEM-2,PD173074
JIMT-1,PD173074
JiyoyeP-2003,PD173074
JM1,PD173074
Jurkat    Clone E6-1,PD173074
JVM-3,PD173074
K-562,PD173074
K052,PD173074
KASUMI-1,PD173074
KASUMI-2,PD173074
KATOIII,PD173074
KE-97,PD173074
KG-1,PD173074
KHOS-240S,PD173074
KM12,PD173074
KMBC-2,PD173074
KMS-11,PD173074
KNS-62,PD173074
KNS-81-FD,PD173074
KP-3,PD173074
KP-4,PD173074
KP-N-S19s,PD173074
KPL-1,PD173074
KYSE-140,PD173074
KYSE-30,PD173074
KYSE-410,PD173074
KYSE-450,PD173074
L-428,PD173074
LC-1/sq-SF,PD173074
LCLC-103H,PD173074
LCLC-97TM1,PD173074
LN-229,PD173074
LNCaP-Clone-FGC,PD173074
LOUCY,PD173074
LoVo,PD173074
LOXIMVI,PD173074
LP-1,PD173074
LS 180,PD173074
LS-1034,PD173074
LS-123,PD173074
LS-174T,PD173074
LS-411N,PD173074
LS-513,PD173074
LU-135,PD173074
LU-65,PD173074
LU-99A,PD173074
LXF-289,PD173074
LY2,PD173074
M14,PD173074
Malme-3M,PD173074
MA-CLS-2,PD173074
MB 157,PD173074
MC-CAR,PD173074
MC-IXC,PD173074
MCF10A,PD173074
MCF10F,PD173074
MCF12A,PD173074
MCF7,PD173074
MDA PCa 2b,PD173074
MDA-MB-134-VI,PD173074
MDA-MB-157,PD173074
MDA-MB-175-VII,PD173074
MDA-MB-231,PD173074
MDA-MB-330,PD173074
MDA-MB-361,PD173074
MDA-MB-415,PD173074
MDA-MB-435,PD173074
MDA-MB-436,PD173074
MDA-MB-453,PD173074
MDA-MB-468,PD173074
MEC-1,PD173074
MEG-01,PD173074
MES-SA,PD173074
Mewo,PD173074
MFE-319,PD173074
MFM-223,PD173074
MG-63,PD173074
MHH-PREB-1,PD173074
MIA-PaCa-2,PD173074
MKN1,PD173074
MKN45,PD173074
MKN7,PD173074
MKN74,PD173074
ML-2,PD173074
MM1-S,PD173074
MOLM-16,PD173074
MOLT-16,PD173074
MOLT-4,PD173074
MOR/CPR,PD173074
MPP-89,PD173074
MSTO-211H,PD173074
MT3,PD173074
MV-4-11,PD173074
MX-1,PD173074
NALM-1,PD173074
NALM-6,PD173074
NB-TU-1-10,PD173074
NB1,PD173074
NB4,PD173074
NC37,PD173074
NCC-IT-A3,PD173074
NCI-ADR-RES,PD173074
NCI-H1048,PD173074
NCI-H1092,PD173074
NCI-H1105,PD173074
NCI-H1155,PD173074
NCI-H1299,PD173074
NCI-H1355,PD173074
NCI-H1373,PD173074
NCI-H1395,PD173074
NCI-H1435,PD173074
NCI-H1436,PD173074
NCI-H1437,PD173074
NCI-H146,PD173074
NCI-H1563,PD173074
NCI-H1568,PD173074
NCI-H157,PD173074
NCI-H1573,PD173074
NCI-H1581,PD173074
NCI-H1618,PD173074
NCI-H1623,PD173074
NCI-H1650,PD173074
NCI-H1651,PD173074
NCI-H1666,PD173074
NCI-H1694,PD173074
NCI-H1703,PD173074
NCI-H1755,PD173074
NCI-H1770,PD173074
NCI-H1781,PD173074
NCI-H1792,PD173074
NCI-H1793,PD173074
NCI-H1836,PD173074
NCI-H1838,PD173074
NCI-H187,PD173074
NCI-H1876,PD173074
NCI-H1915,PD173074
NCI-H1930,PD173074
NCI-H1944,PD173074
NCI-H1963,PD173074
NCI-H1975,PD173074
NCI-H1993,PD173074
NCI-H2009,PD173074
NCI-H2023,PD173074
NCI-H2029,PD173074
NCI-H2030,PD173074
NCI-H2052,PD173074
NCI-H2073,PD173074
NCI-H2081,PD173074
NCI-H2087,PD173074
NCI-H209,PD173074
NCI-H2107,PD173074
NCI-H2110,PD173074
NCI-H2122,PD173074
NCI-H2126,PD173074
NCI-H2141,PD173074
NCI-H2170,PD173074
NCI-H2171,PD173074
NCI-H2172,PD173074
NCI-H2196,PD173074
NCI-H2228,PD173074
NCI-H226,PD173074
NCI-H2286,PD173074
NCI-H23,PD173074
NCI-H2342,PD173074
NCI-H2347,PD173074
NCI-H2405,PD173074
NCI-H28,PD173074
NCI-H292,PD173074
NCI-H295,PD173074
NCI-H322,PD173074
NCI-H3255,PD173074
NCI-H358,PD173074
NCI-H441,PD173074
NCI-H446,PD173074
NCI-H460,PD173074
NCI-H508,PD173074
NCI-H510A,PD173074
NCI-H520,PD173074
NCI-H522,PD173074
NCI-H524,PD173074
NCI-H526,PD173074
NCI-H596,PD173074
NCI-H630,PD173074
NCI-H650,PD173074
NCI-H660,PD173074
NCI-H661,PD173074
NCI-H69,PD173074
NCI-H716,PD173074
NCI-H720,PD173074
NCI-H727,PD173074
NCI-H747,PD173074
NCI-H748,PD173074
NCI-H810,PD173074
NCI-H82,PD173074
NCI-H838,PD173074
NCI-H841,PD173074
NCI-N87,PD173074
NCI-SNU-1,PD173074
NCI-SNU-16,PD173074
NCI-SNU-5,PD173074
NOMO-1,PD173074
NU-DUL-1,PD173074
NUGC-4,PD173074
OAW-28,PD173074
OAW-42,PD173074
OC-314,PD173074
OCI-AML3,PD173074
OCI-LY-7,PD173074
OCI-LY10,PD173074
OCI-LY3,PD173074
OCUB-M,PD173074
OV-90,PD173074
OV56,PD173074
OV7,PD173074
OVCA 420,PD173074
OVCAR-3,PD173074
OVCAR-4,PD173074
OVCAR-5,PD173074
OVCAR-8,PD173074
OVK18,PD173074
P30-OHK,PD173074
P31-FUJ,PD173074
P3HR-1,PD173074
PA-TU-8902,PD173074
Panc 02.03,PD173074
Panc 02.13,PD173074
Panc 03.27,PD173074
Panc 04.03,PD173074
Panc 05.04,PD173074
Panc 08.13,PD173074
Panc 10.05,PD173074
PC-3,PD173074
PE/CA-PJ15,PD173074
PE/CA-PJ34 (clone C12),PD173074
PE/CA-PJ41 (clone D2),PD173074
PE/CA-PJ49,PD173074
PE01,PD173074
PL-21,PD173074
PL45,PD173074
PLC-PRF-5,PD173074
QGP-1,PD173074
Raji,PD173074
RCH-ACV,PD173074
RCM-1,PD173074
RD-ES,PD173074
REC-1,PD173074
REH,PD173074
RERF-LC-KJ,PD173074
RKO-E6,PD173074
RL95-2,PD173074
RMG-I,PD173074
RMUG-S,PD173074
RPMI-2650,PD173074
RPMI-6666,PD173074
RPMI-8226,PD173074
RS4;11,PD173074
RWPE1,PD173074
RXF393,PD173074
Saos-2,PD173074
SC-1,PD173074
SCaBER,PD173074
SCC-15,PD173074
SCC-25,PD173074
SCC-4,PD173074
SCC-9,PD173074
SCLC-21H,PD173074
Set-2,PD173074
SF268,PD173074
SF295,PD173074
SF539,PD173074
SH-10-TC,PD173074
SH-4,PD173074
SHP-77,PD173074
SiHa,PD173074
SJSA-1,PD173074
SK-BR-3,PD173074
SK-BR-5,PD173074
SK-BR-7,PD173074
SK-CO-1,PD173074
SK-LMS-1,PD173074
SK-LU-1,PD173074
SK-MEL-1,PD173074
SK-MEL-2,PD173074
SK-MEL-28,PD173074
SK-MEL-3,PD173074
SK-MEL-5,PD173074
SK-MES-1,PD173074
SK-N-AS,PD173074
SK-N-BE(2),PD173074
SK-N-DZ,PD173074
SK-N-FI,PD173074
SK-NEP-1,PD173074
SK-OV-3,PD173074
SK-UT-1,PD173074
SKM-1,PD173074
SN12C,PD173074
SNB19,PD173074
SNB75,PD173074
SNG-M,PD173074
SNU-1,PD173074
SNU-1040,PD173074
SNU-16,PD173074
SNU-175,PD173074
SNU-182,PD173074
SNU-387,PD173074
SNU-398,PD173074
SNU-423,PD173074
SNU-449,PD173074
SNU-475,PD173074
SNU-5,PD173074
SNU-61,PD173074
SNU-81,PD173074
SNU-840,PD173074
SNU-C2A,PD173074
SNU-C4,PD173074
SNU-C5,PD173074
Sq-1,PD173074
SR,PD173074
SU-DHL-10,PD173074
SU-DHL-16,PD173074
SU-DHL-4,PD173074
SU-DHL-5,PD173074
SU-DHL-6,PD173074
SU.86.86,PD173074
SUIT-2,PD173074
SUM 1315M02,PD173074
SUM 149PT,PD173074
SUM 159PT,PD173074
SUM 229PE,PD173074
SUM225CWN,PD173074
SUM 52PE,PD173074
SUM102PT,PD173074
SUM185PE,PD173074
SUM44PE,PD173074
SW 1271,PD173074
SW 1353,PD173074
SUM 190,PD173074
SW 527,PD173074
SW1088,PD173074
SW1116,PD173074
SW13,PD173074
SW1417,PD173074
SW1463,PD173074
SW1573,PD173074
SW1710,PD173074
SW1783,PD173074
SW1990,PD173074
SW403,PD173074
SW48,PD173074
SW480,PD173074
SW620,PD173074
SW626,PD173074
SW780,PD173074
SW837,PD173074
SW900,PD173074
SW948,PD173074
SW982,PD173074
T-24,PD173074
T3M-10,PD173074
T47D,PD173074
TE 125.T,PD173074
TE 159.T,PD173074
TE 441.T,PD173074
TE 617.T,PD173074
THP-1,PD173074
TI-73,PD173074
TK10,PD173074
TO 175.T,PD173074
Toledo,PD173074
TYK-nu,PD173074
U-118-MG,PD173074
U-138 MG,PD173074
U-2-OS,PD173074
U-266,PD173074
U-87-MG,PD173074
U-937,PD173074
U251,PD173074
UACC-257,PD173074
UACC-3199,PD173074
UACC-62,PD173074
UACC-812,PD173074
UACC-893,PD173074
UM-UC-3,PD173074
UMC-11,PD173074
UO31,PD173074
VCaP,PD173074
VM-CUB-1,PD173074
VMRC-LCD,PD173074
VMRC-RCW,PD173074
WIDR,PD173074
WM-115,PD173074
WM-266-4,PD173074
WM-793,PD173074
WM-983B,PD173074
WSU-DLCL2,PD173074
YKG-1,PD173074
ZR-75-1,PD173074
ZR-75-30,PD173074
ZR75B,PD173074
184A1,temsirolimus
184B5,temsirolimus
22RV1,temsirolimus
23132-87,temsirolimus
600MPE,temsirolimus
639-V,temsirolimus
647-V,temsirolimus
769-P,temsirolimus
786-0,temsirolimus
A204,temsirolimus
A253,temsirolimus
A3-KAW,temsirolimus
A375,temsirolimus
A4-Fuk,temsirolimus
A427,temsirolimus
A431,temsirolimus
A498,temsirolimus
A549,temsirolimus
A673,temsirolimus
A704,temsirolimus
ACHN,temsirolimus
AMO-1,temsirolimus
AN3-CA,temsirolimus
ARH-77,temsirolimus
AsPC-1,temsirolimus
AU565,temsirolimus
AU655,temsirolimus
BC-1,temsirolimus
BC-2,temsirolimus
BC-3,temsirolimus
BCPAP,temsirolimus
BDCM,temsirolimus
BE(2)-C,temsirolimus
BEWO,temsirolimus
BFTC-905,temsirolimus
BHT-101,temsirolimus
BICR 10,temsirolimus
BICR 16,temsirolimus
BICR 18,temsirolimus
BICR 22,temsirolimus
BICR 31,temsirolimus
BICR 56,temsirolimus
BICR 6,temsirolimus
BICR 78,temsirolimus
BL-70,temsirolimus
BPH-1,temsirolimus
BT-20,temsirolimus
BT-474,temsirolimus
BT-483,temsirolimus
BT-549,temsirolimus
BV-173,temsirolimus
BxPC-3,temsirolimus
C-33-A,temsirolimus
C-4 I,temsirolimus
C-4-II,temsirolimus
C2BBe1,temsirolimus
C32,temsirolimus
Ca-Ski,temsirolimus
CAKI-1,temsirolimus
Caki-2,temsirolimus
CAL-120,temsirolimus
CAL-12T,temsirolimus
CAL-148,temsirolimus
CAL-27,temsirolimus
CAL-51,temsirolimus
CAL-54,temsirolimus
CAL-62,temsirolimus
CAL-85-1,temsirolimus
Calu-1,temsirolimus
Calu-3,temsirolimus
Calu-6,temsirolimus
CAMA-1,temsirolimus
Caov-3,temsirolimus
CAPAN-1,temsirolimus
Capan-2,temsirolimus
CCF-STTG1,temsirolimus
CCRF-CEM,temsirolimus
CEMC1,temsirolimus
CFPAC-1,temsirolimus
CGTH-W-1,temsirolimus
ChaGo-K-1,temsirolimus
CHL-1,temsirolimus
CHP-212,temsirolimus
CL-34,temsirolimus
CL-40,temsirolimus
CML-T1,temsirolimus
COLO 201,temsirolimus
COLO 320DM,temsirolimus
COLO-205,temsirolimus
COLO-320-HSR,temsirolimus
COLO-668,temsirolimus
COLO-678,temsirolimus
COLO-679,temsirolimus
COLO-680N,temsirolimus
COLO-684,temsirolimus
COLO-699,temsirolimus
COLO-704,temsirolimus
COLO-741,temsirolimus
COLO-792,temsirolimus
COLO-800,temsirolimus
COLO-824,temsirolimus
COLO-829,temsirolimus
COLO-849,temsirolimus
COR-L105,temsirolimus
COR-L23,temsirolimus
COR-L279,temsirolimus
COR-L51,temsirolimus
COR-L88,temsirolimus
CRO-AP2,temsirolimus
CRO-AP5,temsirolimus
CW-2,temsirolimus
D-283MED,temsirolimus
D341 Med,temsirolimus
Daudi,temsirolimus
DBTRG-05MG,temsirolimus
Detroit562,temsirolimus
DG-75,temsirolimus
DK-MG,temsirolimus
DLD-1,temsirolimus
DMS 454,temsirolimus
DMS-114,temsirolimus
DMS-153,temsirolimus
DMS-273,temsirolimus
DMS-53,temsirolimus
DMS-79,temsirolimus
DOHH-2,temsirolimus
DoTc2-4510,temsirolimus
DU-145,temsirolimus
DU-4475,temsirolimus
DV-90,temsirolimus
EB-3,temsirolimus
EBC-1,temsirolimus
EFM-19,temsirolimus
EFM-192A,temsirolimus
EFM-192B,temsirolimus
EFM-192C,temsirolimus
EFO-21,temsirolimus
EFO-27,temsirolimus
EKVX,temsirolimus
EM-2,temsirolimus
EoL-1-cell,temsirolimus
EPLC-272H,temsirolimus
ES-2,temsirolimus
EVSA-T,temsirolimus
FADU,temsirolimus
G-292    clone A141B1,temsirolimus
G-361,temsirolimus
G-401,temsirolimus
G-402,temsirolimus
GA-10,temsirolimus
GA-10 (Clone 20),temsirolimus
GDM-1,temsirolimus
Gp2D,temsirolimus
HBL-100,temsirolimus
HCC-1171,temsirolimus
HCC-1195,temsirolimus
HCC-1359,temsirolimus
HCC-15,temsirolimus
HCC-1833,temsirolimus
HCC-2108,temsirolimus
HCC-2279,temsirolimus
HCC-33,temsirolimus
HCC-366,temsirolimus
HCC-44,temsirolimus
HCC-78,temsirolimus
HCC1008,temsirolimus
HCC1143,temsirolimus
HCC1187,temsirolimus
HCC1395,temsirolimus
HCC1419,temsirolimus
HCC1428,temsirolimus
HCC1500,temsirolimus
HCC1569,temsirolimus
HCC1599,temsirolimus
HCC1806,temsirolimus
HCC1937,temsirolimus
HCC1954,temsirolimus
HCC202,temsirolimus
HCC2185,temsirolimus
HCC2218,temsirolimus
HCC2688,temsirolimus
HCC2998,temsirolimus
HCC3153,temsirolimus
HCC38,temsirolimus
HCC70,temsirolimus
HCC712,temsirolimus
HCC812,temsirolimus
HCC827,temsirolimus
HCT-116,temsirolimus
HCT-15,temsirolimus
HCT-8,temsirolimus
HD-MY-Z,temsirolimus
HDQ-P1,temsirolimus
HEC-1,temsirolimus
HEC-1-A,temsirolimus
HEC-108,temsirolimus
HEC-151,temsirolimus
HEC-251,temsirolimus
HEC-265,temsirolimus
HEC-59,temsirolimus
HEC-6,temsirolimus
HEK TE,temsirolimus
HEL 92.1.7,temsirolimus
HeLa,temsirolimus
Hep 3B2.1-7,temsirolimus
Hep G2,temsirolimus
HEY,temsirolimus
Hey-A8,temsirolimus
HL-60,temsirolimus
HMV-II,temsirolimus
HOP-62,temsirolimus
HOP-92,temsirolimus
HPAF-II,temsirolimus
Hs 172.T,temsirolimus
Hs 229.T,temsirolimus
Hs 255.T,temsirolimus
Hs 281.T,temsirolimus
Hs 294T,temsirolimus
Hs 343.T,temsirolimus
Hs 600.T,temsirolimus
Hs 606.T,temsirolimus
Hs 611.T,temsirolimus
Hs 616.T,temsirolimus
Hs 618.T,temsirolimus
Hs 675.T,temsirolimus
Hs 683,temsirolimus
Hs 688(A).T,temsirolimus
Hs 695T,temsirolimus
Hs 698.T,temsirolimus
Hs 706.T,temsirolimus
Hs 729,temsirolimus
Hs 737.T,temsirolimus
Hs 739.T,temsirolimus
Hs 742.T,temsirolimus
Hs 746T,temsirolimus
Hs 766T,temsirolimus
Hs 819.T,temsirolimus
Hs 821.T,temsirolimus
Hs 822.T,temsirolimus
Hs 834.T,temsirolimus
Hs 839.T,temsirolimus
Hs 840.T,temsirolimus
Hs 852.T,temsirolimus
Hs 863.T,temsirolimus
Hs 870.T,temsirolimus
Hs 888.T,temsirolimus
Hs 895.T,temsirolimus
Hs 934.T,temsirolimus
Hs 936.T,temsirolimus
Hs 939.T,temsirolimus
Hs 940.T,temsirolimus
Hs 944.T,temsirolimus
Hs-578-T,temsirolimus
HS-Sultan,temsirolimus
HSC-2,temsirolimus
HT-1080,temsirolimus
HT-115,temsirolimus
HT-1197,temsirolimus
HT-1376,temsirolimus
HT-29,temsirolimus
HT-3,temsirolimus
HT55,temsirolimus
HuH-28,temsirolimus
HUH-6-clone5,temsirolimus
HuH-7,temsirolimus
HuNS1,temsirolimus
HuP-T3,temsirolimus
HuP-T4,temsirolimus
HuT 102,temsirolimus
HuT 78,temsirolimus
HUTU-80,temsirolimus
IGROV-1,temsirolimus
IM-95,temsirolimus
Ishikawa (Heraklio) 02 ER-,temsirolimus
J-RT3-T3-5,temsirolimus
JEG-3,temsirolimus
JeKo-1,temsirolimus
JHH-6,temsirolimus
JHOC-5,temsirolimus
JHOM-1,temsirolimus
JHOS-4,temsirolimus
JHUEM-2,temsirolimus
JIMT-1,temsirolimus
JiyoyeP-2003,temsirolimus
JM1,temsirolimus
Jurkat    Clone E6-1,temsirolimus
JVM-3,temsirolimus
K-562,temsirolimus
K052,temsirolimus
KASUMI-1,temsirolimus
KASUMI-2,temsirolimus
KATOIII,temsirolimus
KE-97,temsirolimus
KG-1,temsirolimus
KHOS-240S,temsirolimus
KM12,temsirolimus
KMBC-2,temsirolimus
KMS-11,temsirolimus
KNS-62,temsirolimus
KNS-81-FD,temsirolimus
KP-3,temsirolimus
KP-4,temsirolimus
KP-N-S19s,temsirolimus
KPL-1,temsirolimus
KYSE-140,temsirolimus
KYSE-30,temsirolimus
KYSE-410,temsirolimus
KYSE-450,temsirolimus
L-428,temsirolimus
LC-1/sq-SF,temsirolimus
LCLC-103H,temsirolimus
LCLC-97TM1,temsirolimus
LN-229,temsirolimus
LNCaP-Clone-FGC,temsirolimus
LOUCY,temsirolimus
LoVo,temsirolimus
LOXIMVI,temsirolimus
LP-1,temsirolimus
LS 180,temsirolimus
LS-1034,temsirolimus
LS-123,temsirolimus
LS-174T,temsirolimus
LS-411N,temsirolimus
LS-513,temsirolimus
LU-135,temsirolimus
LU-65,temsirolimus
LU-99A,temsirolimus
LXF-289,temsirolimus
LY2,temsirolimus
M14,temsirolimus
Malme-3M,temsirolimus
MA-CLS-2,temsirolimus
MB 157,temsirolimus
MC-CAR,temsirolimus
MC-IXC,temsirolimus
MCF10A,temsirolimus
MCF10F,temsirolimus
MCF12A,temsirolimus
MCF7,temsirolimus
MDA PCa 2b,temsirolimus
MDA-MB-134-VI,temsirolimus
MDA-MB-157,temsirolimus
MDA-MB-175-VII,temsirolimus
MDA-MB-231,temsirolimus
MDA-MB-330,temsirolimus
MDA-MB-361,temsirolimus
MDA-MB-415,temsirolimus
MDA-MB-435,temsirolimus
MDA-MB-436,temsirolimus
MDA-MB-453,temsirolimus
MDA-MB-468,temsirolimus
MEC-1,temsirolimus
MEG-01,temsirolimus
MES-SA,temsirolimus
Mewo,temsirolimus
MFE-319,temsirolimus
MFM-223,temsirolimus
MG-63,temsirolimus
MHH-PREB-1,temsirolimus
MIA-PaCa-2,temsirolimus
MKN1,temsirolimus
MKN45,temsirolimus
MKN7,temsirolimus
MKN74,temsirolimus
ML-2,temsirolimus
MM1-S,temsirolimus
MOLM-16,temsirolimus
MOLT-16,temsirolimus
MOLT-4,temsirolimus
MOR/CPR,temsirolimus
MPP-89,temsirolimus
MSTO-211H,temsirolimus
MT3,temsirolimus
MV-4-11,temsirolimus
MX-1,temsirolimus
NALM-1,temsirolimus
NALM-6,temsirolimus
NB-TU-1-10,temsirolimus
NB1,temsirolimus
NB4,temsirolimus
NC37,temsirolimus
NCC-IT-A3,temsirolimus
NCI-ADR-RES,temsirolimus
NCI-H1048,temsirolimus
NCI-H1092,temsirolimus
NCI-H1105,temsirolimus
NCI-H1155,temsirolimus
NCI-H1299,temsirolimus
NCI-H1355,temsirolimus
NCI-H1373,temsirolimus
NCI-H1395,temsirolimus
NCI-H1435,temsirolimus
NCI-H1436,temsirolimus
NCI-H1437,temsirolimus
NCI-H146,temsirolimus
NCI-H1563,temsirolimus
NCI-H1568,temsirolimus
NCI-H157,temsirolimus
NCI-H1573,temsirolimus
NCI-H1581,temsirolimus
NCI-H1618,temsirolimus
NCI-H1623,temsirolimus
NCI-H1650,temsirolimus
NCI-H1651,temsirolimus
NCI-H1666,temsirolimus
NCI-H1694,temsirolimus
NCI-H1703,temsirolimus
NCI-H1755,temsirolimus
NCI-H1770,temsirolimus
NCI-H1781,temsirolimus
NCI-H1792,temsirolimus
NCI-H1793,temsirolimus
NCI-H1836,temsirolimus
NCI-H1838,temsirolimus
NCI-H187,temsirolimus
NCI-H1876,temsirolimus
NCI-H1915,temsirolimus
NCI-H1930,temsirolimus
NCI-H1944,temsirolimus
NCI-H1963,temsirolimus
NCI-H1975,temsirolimus
NCI-H1993,temsirolimus
NCI-H2009,temsirolimus
NCI-H2023,temsirolimus
NCI-H2029,temsirolimus
NCI-H2030,temsirolimus
NCI-H2052,temsirolimus
NCI-H2073,temsirolimus
NCI-H2081,temsirolimus
NCI-H2087,temsirolimus
NCI-H209,temsirolimus
NCI-H2107,temsirolimus
NCI-H2110,temsirolimus
NCI-H2122,temsirolimus
NCI-H2126,temsirolimus
NCI-H2141,temsirolimus
NCI-H2170,temsirolimus
NCI-H2171,temsirolimus
NCI-H2172,temsirolimus
NCI-H2196,temsirolimus
NCI-H2228,temsirolimus
NCI-H226,temsirolimus
NCI-H2286,temsirolimus
NCI-H23,temsirolimus
NCI-H2342,temsirolimus
NCI-H2347,temsirolimus
NCI-H2405,temsirolimus
NCI-H28,temsirolimus
NCI-H292,temsirolimus
NCI-H295,temsirolimus
NCI-H322,temsirolimus
NCI-H3255,temsirolimus
NCI-H358,temsirolimus
NCI-H441,temsirolimus
NCI-H446,temsirolimus
NCI-H460,temsirolimus
NCI-H508,temsirolimus
NCI-H510A,temsirolimus
NCI-H520,temsirolimus
NCI-H522,temsirolimus
NCI-H524,temsirolimus
NCI-H526,temsirolimus
NCI-H596,temsirolimus
NCI-H630,temsirolimus
NCI-H650,temsirolimus
NCI-H660,temsirolimus
NCI-H661,temsirolimus
NCI-H69,temsirolimus
NCI-H716,temsirolimus
NCI-H720,temsirolimus
NCI-H727,temsirolimus
NCI-H747,temsirolimus
NCI-H748,temsirolimus
NCI-H810,temsirolimus
NCI-H82,temsirolimus
NCI-H838,temsirolimus
NCI-H841,temsirolimus
NCI-N87,temsirolimus
NCI-SNU-1,temsirolimus
NCI-SNU-16,temsirolimus
NCI-SNU-5,temsirolimus
NOMO-1,temsirolimus
NU-DUL-1,temsirolimus
NUGC-4,temsirolimus
OAW-28,temsirolimus
OAW-42,temsirolimus
OC-314,temsirolimus
OCI-AML3,temsirolimus
OCI-LY-7,temsirolimus
OCI-LY10,temsirolimus
OCI-LY3,temsirolimus
OCUB-M,temsirolimus
OV-90,temsirolimus
OV56,temsirolimus
OV7,temsirolimus
OVCA 420,temsirolimus
OVCAR-3,temsirolimus
OVCAR-4,temsirolimus
OVCAR-5,temsirolimus
OVCAR-8,temsirolimus
OVK18,temsirolimus
P30-OHK,temsirolimus
P31-FUJ,temsirolimus
P3HR-1,temsirolimus
PA-TU-8902,temsirolimus
Panc 02.03,temsirolimus
Panc 02.13,temsirolimus
Panc 03.27,temsirolimus
Panc 04.03,temsirolimus
Panc 05.04,temsirolimus
Panc 08.13,temsirolimus
Panc 10.05,temsirolimus
PC-3,temsirolimus
PE/CA-PJ15,temsirolimus
PE/CA-PJ34 (clone C12),temsirolimus
PE/CA-PJ41 (clone D2),temsirolimus
PE/CA-PJ49,temsirolimus
PE01,temsirolimus
PL-21,temsirolimus
PL45,temsirolimus
PLC-PRF-5,temsirolimus
QGP-1,temsirolimus
Raji,temsirolimus
RCH-ACV,temsirolimus
RCM-1,temsirolimus
RD-ES,temsirolimus
REC-1,temsirolimus
REH,temsirolimus
RERF-LC-KJ,temsirolimus
RKO-E6,temsirolimus
RL95-2,temsirolimus
RMG-I,temsirolimus
RMUG-S,temsirolimus
RPMI-2650,temsirolimus
RPMI-6666,temsirolimus
RPMI-8226,temsirolimus
RS4;11,temsirolimus
RWPE1,temsirolimus
RXF393,temsirolimus
Saos-2,temsirolimus
SC-1,temsirolimus
SCaBER,temsirolimus
SCC-15,temsirolimus
SCC-25,temsirolimus
SCC-4,temsirolimus
SCC-9,temsirolimus
SCLC-21H,temsirolimus
Set-2,temsirolimus
SF268,temsirolimus
SF295,temsirolimus
SF539,temsirolimus
SH-10-TC,temsirolimus
SH-4,temsirolimus
SHP-77,temsirolimus
SiHa,temsirolimus
SJSA-1,temsirolimus
SK-BR-3,temsirolimus
SK-BR-5,temsirolimus
SK-BR-7,temsirolimus
SK-CO-1,temsirolimus
SK-LMS-1,temsirolimus
SK-LU-1,temsirolimus
SK-MEL-1,temsirolimus
SK-MEL-2,temsirolimus
SK-MEL-28,temsirolimus
SK-MEL-3,temsirolimus
SK-MEL-5,temsirolimus
SK-MES-1,temsirolimus
SK-N-AS,temsirolimus
SK-N-BE(2),temsirolimus
SK-N-DZ,temsirolimus
SK-N-FI,temsirolimus
SK-NEP-1,temsirolimus
SK-OV-3,temsirolimus
SK-UT-1,temsirolimus
SKM-1,temsirolimus
SN12C,temsirolimus
SNB19,temsirolimus
SNB75,temsirolimus
SNG-M,temsirolimus
SNU-1,temsirolimus
SNU-1040,temsirolimus
SNU-16,temsirolimus
SNU-175,temsirolimus
SNU-182,temsirolimus
SNU-387,temsirolimus
SNU-398,temsirolimus
SNU-423,temsirolimus
SNU-449,temsirolimus
SNU-475,temsirolimus
SNU-5,temsirolimus
SNU-61,temsirolimus
SNU-81,temsirolimus
SNU-840,temsirolimus
SNU-C2A,temsirolimus
SNU-C4,temsirolimus
SNU-C5,temsirolimus
Sq-1,temsirolimus
SR,temsirolimus
SU-DHL-10,temsirolimus
SU-DHL-16,temsirolimus
SU-DHL-4,temsirolimus
SU-DHL-5,temsirolimus
SU-DHL-6,temsirolimus
SU.86.86,temsirolimus
SUIT-2,temsirolimus
SUM 1315M02,temsirolimus
SUM 149PT,temsirolimus
SUM 159PT,temsirolimus
SUM 229PE,temsirolimus
SUM225CWN,temsirolimus
SUM 52PE,temsirolimus
SUM102PT,temsirolimus
SUM185PE,temsirolimus
SUM44PE,temsirolimus
SW 1271,temsirolimus
SW 1353,temsirolimus
SUM 190,temsirolimus
SW 527,temsirolimus
SW1088,temsirolimus
SW1116,temsirolimus
SW13,temsirolimus
SW1417,temsirolimus
SW1463,temsirolimus
SW1573,temsirolimus
SW1710,temsirolimus
SW1783,temsirolimus
SW1990,temsirolimus
SW403,temsirolimus
SW48,temsirolimus
SW480,temsirolimus
SW620,temsirolimus
SW626,temsirolimus
SW780,temsirolimus
SW837,temsirolimus
SW900,temsirolimus
SW948,temsirolimus
SW982,temsirolimus
T-24,temsirolimus
T3M-10,temsirolimus
T47D,temsirolimus
TE 125.T,temsirolimus
TE 159.T,temsirolimus
TE 441.T,temsirolimus
TE 617.T,temsirolimus
THP-1,temsirolimus
TI-73,temsirolimus
TK10,temsirolimus
TO 175.T,temsirolimus
Toledo,temsirolimus
TYK-nu,temsirolimus
U-118-MG,temsirolimus
U-138 MG,temsirolimus
U-2-OS,temsirolimus
U-266,temsirolimus
U-87-MG,temsirolimus
U-937,temsirolimus
U251,temsirolimus
UACC-257,temsirolimus
UACC-3199,temsirolimus
