Symbol,Approved_Symbol
rs4120056,rs914437
rs1761164,rs914438
rs4120057,rs914438
rs4127027,rs914443
rs3866300,rs914448
rs3850357,rs928374
rs3861578,rs928378
rs3861580,rs928558
rs4127139,rs928561
rs1761102,rs943569
rs3897227,rs943569
rs4083798,rs943569
rs17173444,rs943569
rs74211070,rs943569
rs4098000,rs944576
rs4098001,rs944577
rs1757559,rs945045
rs4120058,rs945045
rs17398222,rs945046
rs1128800,rs954485
rs2210656,rs954485
rs3898080,rs954485
rs3898151,rs955278
rs71271676,rs955278
rs1761122,rs985938
rs3861582,rs985938
rs4112219,rs988002
rs4127032,rs994706
rs4100018,rs994745
rs17402549,rs994745
rs2183781,rs1002517
rs4391451,rs1012164
rs3188578,rs1048574
rs3188594,rs1048583
rs3192017,rs1051618
rs7175146,rs1051618
rs3192022,rs1051622
rs28813435,rs1051622
rs3192028,rs1051626
rs3192030,rs1051628
rs3192031,rs1051629
rs3192036,rs1051633
rs3192038,rs1051635
rs3192039,rs1051637
rs3192041,rs1051641
rs3192047,rs1051645
rs17341006,rs1051645
rs17840428,rs1051650
rs3192054,rs1051653
rs17840427,rs1051653
rs28625024,rs1051653
rs3192057,rs1051655
rs4106101,rs1051655
rs17840426,rs1051655
rs3192058,rs1051656
rs17840425,rs1051656
rs28459677,rs1051656
rs3192061,rs1051658
rs4134049,rs1051658
rs11545391,rs1051658
rs17840435,rs1051658
rs3192063,rs1051662
rs11555563,rs1051662
rs28589568,rs1051662
rs3192064,rs1051665
rs17840483,rs1051665
rs3193191,rs1052725
rs4276362,rs1052725
rs4061642,rs1052870
rs5014230,rs1052870
rs9723186,rs1052870
rs3193361,rs1052872
rs5014232,rs1052872
rs3193363,rs1052876
rs17173956,rs1052876
rs17173957,rs1052876
rs3194503,rs1053940
rs4375429,rs1053940
rs4453095,rs1053940
rs6541697,rs1053940
rs28431258,rs1053940
rs3194625,rs1054086
rs3877716,rs1054086
rs3927522,rs1054086
rs16848778,rs1054086
rs3197289,rs1056697
rs3883773,rs1056697
rs17842842,rs1056697
rs3888516,rs1056848
rs3936880,rs1056848
rs4088752,rs1056848
rs4133832,rs1056848
rs3198129,rs1057557
rs11545392,rs1057557
rs17294367,rs1057557
rs3198203,rs1057628
rs3198204,rs1057629
rs3198205,rs1057630
rs17841870,rs1057630
rs3198698,rs1058087
rs17842334,rs1058087
rs3198715,rs1058105
rs3198726,rs1058120
rs3198771,rs1058163
rs3198843,rs1058228
rs3198872,rs1058263
rs3198964,rs1058328
rs3198976,rs1058340
rs3198980,rs1058347
rs3198992,rs1058379
rs3199007,rs1058390
rs3199015,rs1058397
rs3199076,rs1058452
rs3199119,rs1058490
rs1064550,rs1058494
rs3199124,rs1058494
rs3199131,rs1058499
rs17842314,rs1058499
rs3208558,rs1058505
rs17842312,rs1058505
rs3199143,rs1058509
rs17842311,rs1058509
rs17842310,rs1058520
rs3199165,rs1058522
rs17842309,rs1058522
rs3199168,rs1058526
rs17842308,rs1058526
rs3199173,rs1058528
rs3199255,rs1058598
rs3870322,rs1058598
rs17841586,rs1058598
rs1064996,rs1061701
rs71240085,rs1061708
rs3202958,rs1061861
rs17840431,rs1061861
rs3174654,rs1061931
rs17842806,rs1061931
rs3175594,rs1061934
rs17842807,rs1061934
rs3174754,rs1062097
rs3205453,rs1064465
rs3205492,rs1064501
rs3208637,rs1064547
rs3208638,rs1064548
rs3208640,rs1064549
rs3175709,rs1065484
rs3180101,rs1071616
rs3206537,rs1071616
rs10448707,rs1071616
rs28374644,rs1071616
rs4314666,rs1074370
rs4081884,rs1075275
rs4081883,rs1075276
rs1757571,rs1117464
rs3009234,rs1117464
rs4120059,rs1117464
rs2991635,rs1117465
rs2991636,rs1117466
rs2989816,rs1117467
rs1757569,rs1117468
rs3009232,rs1117468
rs1757638,rs1120817
rs10314367,rs1121102
rs17840471,rs1121102
rs4100020,rs1121103
rs3188551,rs1130064
rs3192024,rs1131828
rs3994687,rs1131828
rs28844607,rs1131828
rs3192032,rs1131831
rs3764994,rs1131831
rs6607119,rs1131831
rs17348199,rs1131831
rs2116162,rs1131832
rs3192033,rs1131832
rs3764993,rs1131832
rs6413694,rs1131832
rs6422946,rs1131833
rs3197463,rs1135019
rs3197466,rs1135021
rs3198125,rs1135466
rs17840477,rs1135466
rs3198127,rs1135468
rs3198201,rs1135513
rs28615080,rs1135940
rs3088085,rs1135941
rs3885654,rs1135941
rs3208554,rs1136063
rs1628631,rs1138320
rs1825576,rs1138320
rs3878952,rs1138754
rs3203280,rs1139181
rs3206052,rs1142433
rs3878954,rs1142433
rs3888528,rs1142433
rs17405632,rs1142433
rs74212642,rs1142433
rs3180091,rs1143207
rs3206509,rs1143207
rs6607232,rs1143207
rs3180092,rs1143208
rs3206510,rs1143208
rs3206539,rs1143269
rs3957863,rs1143269
rs3936904,rs1193567
rs1614937,rs1193570
rs1612284,rs1193571
rs3925288,rs1193571
rs2683364,rs1193572
rs1757542,rs1193573
rs2151819,rs1193573
rs1757543,rs1193574
rs2151820,rs1193574
rs10880593,rs1193587
rs1757549,rs1193596
rs1761200,rs1304547
rs2991601,rs1304547
rs4086504,rs1304547
rs1761201,rs1304548
rs3009257,rs1304548
rs2781471,rs1304955
rs1761255,rs1304956
rs4097996,rs1304956
rs1761256,rs1304957
rs4097997,rs1304957
rs2781470,rs1304958
rs3861618,rs1317789
rs17346388,rs1317789
rs17840409,rs1317789
rs3861579,rs1318399
rs1615382,rs1334242
rs1614378,rs1334243
rs1613558,rs1334244
rs3933312,rs1334245
rs17173019,rs1334245
rs4120443,rs1334248
rs4127031,rs1334249
rs4127030,rs1334250
rs3861583,rs1334251
rs4127029,rs1334252
rs1624417,rs1334256
rs3009253,rs1334259
rs2781479,rs1334260
rs2947324,rs1334261
rs1612951,rs1334262
rs4120068,rs1334263
rs1757600,rs1334264
rs2991608,rs1334267
rs1757588,rs1334270
rs1757565,rs1334271
rs4120055,rs1334276
rs4127136,rs1334277
rs3866301,rs1334279
rs4127034,rs1334287
rs1733051,rs1369140
rs4127033,rs1413483
rs1757499,rs1413487
rs3936906,rs1413490
rs3936905,rs1413491
rs1624510,rs1413495
rs3861619,rs1413495
rs3936908,rs1413501
rs71225403,rs1413501
rs71233232,rs1413501
rs17840487,rs1431157
rs4120052,rs1475624
rs11540360,rs1489589
rs17842812,rs1489589
rs4127900,rs1537213
rs1757615,rs1537553
rs1757614,rs1537554
rs4120446,rs1537554
rs4428771,rs1546024
rs2781498,rs1547315
rs3877943,rs1552563
rs3929999,rs1572075
rs59337636,rs1572075
rs4250195,rs1574950
rs4875080,rs1574950
rs2947279,rs1577160
rs1761249,rs1577162
rs2947281,rs1577162
rs2781473,rs1577163
rs4127140,rs1577163
rs1757596,rs1577166
rs2947319,rs1577168
rs1761188,rs1577169
rs2991625,rs1577169
rs1757636,rs1577172
rs17378278,rs1583343
rs2683349,rs1591267
rs2991624,rs1591273
rs1757585,rs1591275
rs4120062,rs1591275
rs1757584,rs1591276
rs2781480,rs1591276
rs4120061,rs1591276
rs1757575,rs1591278
rs1757576,rs1591485
rs3009237,rs1591485
rs4086999,rs1591485
rs4120060,rs1591485
rs4614704,rs1593485
rs3796233,rs1594456
rs17378348,rs1594456
rs4521774,rs1602085
rs4347605,rs1602086
rs1929604,rs1611811
rs3883775,rs1612137
rs4370658,rs1612137
rs4061859,rs1612323
rs4061850,rs1612487
rs4118745,rs1612487
rs1929576,rs1612657
rs2991631,rs1612657
rs4087001,rs1612657
rs4061858,rs1613099
rs4014903,rs1614204
rs1929605,rs1615260
rs2947280,rs1615260
rs4062267,rs1616477
rs4066293,rs1616477
rs4108854,rs1616477
rs9701815,rs1616477
rs10443543,rs1616477
rs1855495,rs1618555
rs2683333,rs1618555
rs1929581,rs1618784
rs2947274,rs1618784
rs71273277,rs1618784
rs4061851,rs1619365
rs1929582,rs1619613
rs2947276,rs1619613
rs17378542,rs1619762
rs3883706,rs1620535
rs4103538,rs1620535
rs3878664,rs1620627
rs3883705,rs1620627
rs1855493,rs1620981
rs1929600,rs1621072
rs3009258,rs1621072
rs3883848,rs1623644
rs4093602,rs1623644
rs4094586,rs1623644
rs4124766,rs1623644
rs4506350,rs1623644
rs3910117,rs1623978
rs4014923,rs1623978
rs4118989,rs1623978
rs4014924,rs1624184
rs4091105,rs1624184
rs4118990,rs1624184
rs3949586,rs1626916
rs3950275,rs1628451
rs4969959,rs1628451
rs6422921,rs1628451
rs4015177,rs1628479
rs4061390,rs1628479
rs4104005,rs1628479
rs4118669,rs1628479
rs4340316,rs1628479
rs2781493,rs1628598
rs3884865,rs1628598
rs3932080,rs1628598
rs3994080,rs1628598
rs4062413,rs1628598
rs4093005,rs1628598
rs17378633,rs1628598
rs2151811,rs1628616
rs2683343,rs1628616
rs2151812,rs1628647
rs3926673,rs1629362
rs4120069,rs1630053
rs3871618,rs1631405
rs7495498,rs1632380
rs1921184,rs1655382
rs7167396,rs1655382
rs9630557,rs1655382
rs28469143,rs1655386
rs4620410,rs1655387
rs4507899,rs1655388
rs4543666,rs1655389
rs9630543,rs1655390
rs28430831,rs1655390
rs1921199,rs1655394
rs3957871,rs1655396
rs2401231,rs1655397
rs8030215,rs1655397
rs3994803,rs1655401
rs3863608,rs1655411
rs6606958,rs1655420
rs2895964,rs1655728
rs4014895,rs1655743
rs10436452,rs1655743
rs4014892,rs1655744
rs9778143,rs1655744
rs9988176,rs1655744
rs10448729,rs1655744
rs28778088,rs1655744
rs4093050,rs1655748
rs3882229,rs1655749
rs3878661,rs1655750
rs2178504,rs1655753
rs3870411,rs1686199
rs4011151,rs1686199
rs4632114,rs1686199
rs3878108,rs1686200
rs4061844,rs1686201
rs1920879,rs1686207
rs4313798,rs1686209
rs4966141,rs1686209
rs3947285,rs1686211
rs3947567,rs1686211
rs1826074,rs1686212
rs4468045,rs1686212
rs4061381,rs1686213
rs2141688,rs1686216
rs3878106,rs1686216
rs1920886,rs1686217
rs1920887,rs1686218
rs4061384,rs1686222
rs36052034,rs1686222
rs4061383,rs1686225
rs4061382,rs1686389
rs4248468,rs1686389
rs1920882,rs1686390
rs1920878,rs1686391
rs1817746,rs1686392
rs3900562,rs1686392
rs4249731,rs1686392
rs4567690,rs1686392
rs4966142,rs1686392
rs67766186,rs1686392
rs67766187,rs1686392
rs4094608,rs1686395
rs3878112,rs1686396
rs4061860,rs1686397
rs3968566,rs1686398
rs1920885,rs1686399
rs1920888,rs1686400
rs4117329,rs1701153
rs9628895,rs1701153
rs9629317,rs1701153
rs9632243,rs1701153
rs28619353,rs1701153
rs4117328,rs1701155
rs4023350,rs1701169
rs4975480,rs1701169
rs7697538,rs1701169
rs9439187,rs1701169
rs4275503,rs1701223
rs3896986,rs1701236
rs4108840,rs1701272
rs4108856,rs1701272
rs4612640,rs1701272
rs1819509,rs1701273
rs6695010,rs1701273
rs4106547,rs1701341
rs4604745,rs1701341
rs9723071,rs1701341
rs4096036,rs1712014
rs6703613,rs1712014
rs2361921,rs1712056
rs3951937,rs1712060
rs4106344,rs1712060
rs4118649,rs1712060
rs4550065,rs1712060
rs7518661,rs1712060
rs3951938,rs1712061
rs4106345,rs1712061
rs4118650,rs1712061
rs4642896,rs1712061
rs7518658,rs1712061
rs1850466,rs1712197
rs4062279,rs1712197
rs6423876,rs1712197
rs4089644,rs1712209
rs9632253,rs1712209
rs10156802,rs1712209
rs1847809,rs1712222
rs2939196,rs1712222
rs4280822,rs1712222
rs4592290,rs1712222
rs9723088,rs1712222
rs2936151,rs1714556
rs4962825,rs1714556
rs4023189,rs1714559
rs4104615,rs1714560
rs1817745,rs1732408
rs4467949,rs1732408
rs1920875,rs1732410
rs1920880,rs1732411
rs1920881,rs1732413
rs3870412,rs1732418
rs35750371,rs1732419
rs4061849,rs1732422
rs4118746,rs1732422
rs3878107,rs1732423
rs3968455,rs1732424
rs12135081,rs1732424
rs3947284,rs1732429
rs3947566,rs1732429
rs4413787,rs1732429
rs4875076,rs1732430
rs2171699,rs1732432
rs3877959,rs1732432
rs1826073,rs1732434
rs4615715,rs1732434
rs1921163,rs1732969
rs4403519,rs1732969
rs9630561,rs1733024
rs10429647,rs1733024
rs28846095,rs1733024
rs3878658,rs1733025
rs3883708,rs1733025
rs3994804,rs1733029
rs4119008,rs1733029
rs10331290,rs1733029
rs8039922,rs1733036
rs2401211,rs1733042
rs1836145,rs1733102
rs2043142,rs1733103
rs28583539,rs1733105
rs2401565,rs1757481
rs71241013,rs1757481
rs2896034,rs1757482
rs71241014,rs1757482
rs2991542,rs1757485
rs2991541,rs1757486
rs4127028,rs1757496
rs4120441,rs1757502
rs2184316,rs1757535
rs2781472,rs1757535
rs2151815,rs1757536
rs1929567,rs1757537
rs2210662,rs1757538
rs3009290,rs1757538
rs4097998,rs1757539
rs3949699,rs1757541
rs3009317,rs1757548
rs1929569,rs1757552
rs2026948,rs1757553
rs2991559,rs1757553
rs71225828,rs1757557
rs71286719,rs1757557
rs17347762,rs1757566
rs1929571,rs1757570
rs3009233,rs1757570
rs1831946,rs1757572
rs2781484,rs1757572
rs1831945,rs1757573
rs2991634,rs1757573
rs1831943,rs1757574
rs2991632,rs1757574
rs1929574,rs1757577
rs4087000,rs1757577
rs71273278,rs1757577
rs1929577,rs1757578
rs3009238,rs1757578
rs1929580,rs1757579
rs2991630,rs1757580
rs3009240,rs1757581
rs1929583,rs1757582
rs2683358,rs1757583
rs1855500,rs1757586
rs2991620,rs1757586
rs4127137,rs1757586
rs1953278,rs1757587
rs2991616,rs1757587
rs2401580,rs1757589
rs2991615,rs1757590
rs1929589,rs1757592
rs2683379,rs1757592
rs1929590,rs1757593
rs2991612,rs1757593
rs1929592,rs1757594
rs2991609,rs1757594
rs1929593,rs1757595
rs1929594,rs1757597
rs3009249,rs1757597
rs1929596,rs1757598
rs3009250,rs1757598
rs74223816,rs1757598
rs1929597,rs1757599
rs2947321,rs1757599
rs1831934,rs1757601
rs2683337,rs1757601
rs2151813,rs1757604
rs3932614,rs1757605
rs2991649,rs1757610
rs2991650,rs1757610
rs2151814,rs1757612
rs1931531,rs1757613
rs71233114,rs1757619
rs3933313,rs1757624
rs3949587,rs1757625
rs71239640,rs1757625
rs2401594,rs1757627
rs2401589,rs1757643
rs2401590,rs1757644
rs3994104,rs1757645
rs1960262,rs1761101
rs4083796,rs1761101
rs4111106,rs1761101
rs4133822,rs1761101
rs16963685,rs1761101
rs3994077,rs1761105
rs1807655,rs1761108
rs4088753,rs1761108
rs74218500,rs1761108
rs74223818,rs1761112
rs3916247,rs1761113
rs3994121,rs1761113
rs3916250,rs1761114
rs3994210,rs1761114
rs4127895,rs1761117
rs2315778,rs1761123
rs2855285,rs1761124
rs4127026,rs1761124
rs2855287,rs1761125
rs74204208,rs1761129
rs2991540,rs1761137
rs3009215,rs1761138
rs2401564,rs1761139
rs2989764,rs1761139
rs71241015,rs1761139
rs2210660,rs1761143
rs2991555,rs1761143
rs2065638,rs1761153
rs2991569,rs1761154
rs1855510,rs1761157
rs3009225,rs1761157
rs17376275,rs1761157
rs71212078,rs1761157
rs2991643,rs1761159
rs71286720,rs1761159
rs2183778,rs1761160
rs2991642,rs1761160
rs71267010,rs1761160
rs2989814,rs1761162
rs2989815,rs1761163
rs71267009,rs1761163
rs3009229,rs1761173
rs1831944,rs1761177
rs2991633,rs1761177
rs1855506,rs1761178
rs3009241,rs1761178
rs1929584,rs1761179
rs2781481,rs1761180
rs1831942,rs1761181
rs4120063,rs1761181
rs1831940,rs1761182
rs4120064,rs1761182
rs2947306,rs1761184
rs1855503,rs1761185
rs4120065,rs1761185
rs2896038,rs1761186
rs1929586,rs1761187
rs1831938,rs1761189
rs2947312,rs1761189
rs4120067,rs1761189
rs2991622,rs1761190
rs2183779,rs1761191
rs2683369,rs1761191
rs2151805,rs1761192
rs2991617,rs1761192
rs1929591,rs1761194
rs2991611,rs1761194
rs1929595,rs1761195
rs2150773,rs1761197
rs2991575,rs1761197
rs3009254,rs1761198
rs2989822,rs1761199
rs2947266,rs1761202
rs2150783,rs1761203
rs2781478,rs1761203
rs1855494,rs1761205
rs2683334,rs1761205
rs4127138,rs1761205
rs1831935,rs1761206
rs2991600,rs1761206
rs1831933,rs1761207
rs2683338,rs1761207
rs2151810,rs1761208
rs1831930,rs1761209
rs4097995,rs1761209
rs2991576,rs1761210
rs2184314,rs1761212
rs2989831,rs1761212
rs3939274,rs1761212
rs2991597,rs1761213
rs2991596,rs1761214
rs2225682,rs1761216
rs2989834,rs1761216
rs2991593,rs1761217
rs17376296,rs1761223
rs2991651,rs1761230
rs1931532,rs1761233
rs2947271,rs1761233
rs1929601,rs1761234
rs2991639,rs1761234
rs2947275,rs1761242
rs1929602,rs1761243
rs1855482,rs1761245
rs1929603,rs1761246
rs1855483,rs1761247
rs2991580,rs1761248
rs1929564,rs1761250
rs3009227,rs1761250
rs17380470,rs1761259
rs17380477,rs1761260
rs3871630,rs1796670
rs4086886,rs1796670
rs1807654,rs1796673
rs4103431,rs1796673
rs1807701,rs1796674
rs2768792,rs1796674
rs3020759,rs1796679
rs1960263,rs1796680
rs4083797,rs1796680
rs4111107,rs1796680
rs4133821,rs1796680
rs17381009,rs1796680
rs4080745,rs1796681
rs4083739,rs1796681
rs4127884,rs1796681
rs8031005,rs1801344
rs28835671,rs1801344
rs4970226,rs1805303
rs2482310,rs1807489
rs2021072,rs1807651
rs3994252,rs1807651
rs2733706,rs1807653
rs3932750,rs1807653
rs71223753,rs1807656
rs71223752,rs1807657
rs3020853,rs1807659
rs3925925,rs1807699
rs74218130,rs1807699
rs1843432,rs1807703
rs10448616,rs1808703
rs10448617,rs1808704
rs3863596,rs1808711
rs7181189,rs1808712
rs4076301,rs1810325
rs4081213,rs1810787
rs2006137,rs1810889
rs2986726,rs1810889
rs3926897,rs1810889
rs17173391,rs1810889
rs4452928,rs1810918
rs71226016,rs1810918
rs28715187,rs1810939
rs28654481,rs1810940
rs28555457,rs1810941
rs28648743,rs1810945
rs28722477,rs1810946
rs28403536,rs1810949
rs4466817,rs1810956
rs2315779,rs1810979
rs2768794,rs1810979
rs3891211,rs1810979
rs3897286,rs1810979
rs4079894,rs1810979
rs3861581,rs1811957
rs2436779,rs1812077
rs4246458,rs1812077
rs4342620,rs1812788
rs4506235,rs1812789
rs4548197,rs1813378
rs17840480,rs1813745
rs2989790,rs1814012
rs4104089,rs1814131
rs4966167,rs1814315
rs28419731,rs1814377
rs1931514,rs1815445
rs3895523,rs1815445
rs3895630,rs1815445
rs17173390,rs1815445
rs3895522,rs1815446
rs17728911,rs1816340
rs3933568,rs1816342
rs4551483,rs1816346
rs10314379,rs1816350
rs10321950,rs1816350
rs4412489,rs1816352
rs2567122,rs1816441
rs3042294,rs1817594
rs3932548,rs1817594
rs4062342,rs1817594
rs4062343,rs1817594
rs4435242,rs1817734
rs4617169,rs1817743
rs4249480,rs1817744
rs4639528,rs1817744
rs4466517,rs1819505
rs3936920,rs1819507
rs9723182,rs1819507
rs4536046,rs1819508
rs28497556,rs1819510
rs17840424,rs1821029
rs28628218,rs1821029
rs17840418,rs1821031
rs17840417,rs1821032
rs4514118,rs1821041
rs2701747,rs1821052
rs3931801,rs1821052
rs10436520,rs1821052
rs10436606,rs1821052
rs10387624,rs1821055
rs10387629,rs1821056
rs7168203,rs1821062
rs3863614,rs1821069
rs4388580,rs1821362
rs4418455,rs1821363
rs3888517,rs1825577
rs4127024,rs1825577
rs71279319,rs1826066
rs35928787,rs1826068
rs36020001,rs1826069
rs4539147,rs1826070
rs4315312,rs1826071
rs4248469,rs1826072
rs34681946,rs1826072
rs4620301,rs1826075
rs4300113,rs1826076
rs4513990,rs1826076
rs4095998,rs1826077
rs4103999,rs1826077
rs4286091,rs1826077
rs3871643,rs1826407
rs58996148,rs1826407
rs3883755,rs1827020
rs4106334,rs1827020
rs2944594,rs1827278
rs66969963,rs1827279
rs66969964,rs1827279
rs1953302,rs1827671
rs3951484,rs1827671
rs4105066,rs1827671
rs4113928,rs1827671
rs9665105,rs1827671
rs9703469,rs1827671
rs9733134,rs1827671
rs3871662,rs1827802
rs4104756,rs1827809
rs28477823,rs1827809
rs4104087,rs1829164
rs4425872,rs1829164
rs3887477,rs1829165
rs4480133,rs1829165
rs3934087,rs1829239
rs6828414,rs1829239
rs7515524,rs1829239
rs2855281,rs1831099
rs4127025,rs1831099
rs4111943,rs1831715
rs4255266,rs1831716
rs4112016,rs1831718
rs3927578,rs1831822
rs3119968,rs1831823
rs4023339,rs1831823
rs3117912,rs1831824
rs4023340,rs1831824
rs71221184,rs1831828
rs71221183,rs1831829
rs71251543,rs1831829
rs4249164,rs1831831
rs4483290,rs1831834
rs5003721,rs1831837
rs10436411,rs1831844
rs2683350,rs1831924
rs4097994,rs1831931
rs17351863,rs1831956
rs2781465,rs1831966
rs4023605,rs1832079
rs4062246,rs1832132
rs4112117,rs1832132
rs4124521,rs1832132
rs28374962,rs1832132
rs2639840,rs1832133
rs4432254,rs1834567
rs17840423,rs1835546
rs17840421,rs1835548
rs17840420,rs1835549
rs2178503,rs1835560
rs2630074,rs1835560
rs4955073,rs1835560
rs2701765,rs1835566
rs17659191,rs1835566
rs2435947,rs1835568
rs7495838,rs1835573
rs9286466,rs1835574
rs6422947,rs1835575
rs1968404,rs1835577
rs17706376,rs1835577
rs2951704,rs1835578
rs4248965,rs1835578
rs17840451,rs1835594
rs17680151,rs1835599
rs6607065,rs1835600
rs17840413,rs1835603
rs10322000,rs1835615
rs71294836,rs1836476
rs4451010,rs1843433
rs4588535,rs1843434
rs4573398,rs1843509
rs7166141,rs1843509
rs4565578,rs1843510
rs7173042,rs1843510
rs35951005,rs1844299
rs4389956,rs1844360
rs4464982,rs1844361
rs4357305,rs1844362
rs35454018,rs1844363
rs4490855,rs1844364
rs66533721,rs1844368
rs12164510,rs1844373
rs4641081,rs1844378
rs4928931,rs1844997
rs28517597,rs1844997
rs62552143,rs1844997
rs4097393,rs1845194
rs4847698,rs1845194
rs71242131,rs1845194
rs28619157,rs1845195
rs4404055,rs1846826
rs2937242,rs1846829
rs4343269,rs1846829
rs71224016,rs1846829
rs4614117,rs1846831
rs9697501,rs1847766
rs71242282,rs1850316
rs2947213,rs1851100
rs4350556,rs1851100
rs4485338,rs1851101
rs2151793,rs1854187
rs2150794,rs1854191
rs3891214,rs1854191
rs3932606,rs1855161
rs3925918,rs1855162
rs4120233,rs1855162
rs4110768,rs1855163
rs67400640,rs1855165
rs67400641,rs1855165
rs71257038,rs1855167
rs4436251,rs1855168
rs2985069,rs1855169
rs3933322,rs1855169
rs3930271,rs1855171
rs4112060,rs1855173
rs4110770,rs1855293
rs71250093,rs1855293
rs3933319,rs1855294
rs3933320,rs1855295
rs4097209,rs1855295
rs58974887,rs1855296
rs2951607,rs1855298
rs3871632,rs1855298
rs4104570,rs1855298
rs67692800,rs1855300
rs67692801,rs1855300
