Symbol,Approved.Symbol
HS6M1-23,OR2U2P
HS6M1-24,OR2U1P
HS6M1-25,OR2G1P
HS6M1-26,OR2P1P
HS6M1-27,OR12D3
HS6M1-28,OR14J1
HS6M1-29P,OR2B8P
HS6M1-30P,OR2W2P
HS6M1-31P,OR2B7P
HS6M1-35P,OR1F12
HS6M1-4,OR2J1
HS6M1-5,OR2J4P
HS6M1-5P,VN1R14P
HS6M1-6,OR2J2
HS6M1-7,OR2H4P
HS6M1-8P,OR2AD1P
HS6M1-9,OR2E1P
HS6M1-9P,OR2E1P
HS6ST,HS6ST1
HS6ST1P,HS6ST1P1
HS6V1-1P,VN1R10P
HS6V1-2P,VN1R11P
HS6V1-3P,VN1R12P
HS6V1-4P,VN1R13P
HS7,CYCSP3
HS747E2A,C22orf31
HSA-LET-7A-1,MIRLET7A1
HSA-LET-7A-2,MIRLET7A2
HSA-LET-7A-3,MIRLET7A3
HSA-LET-7B,MIRLET7B
HSA-LET-7C,MIRLET7C
HSA-LET-7D,MIRLET7D
HSA-LET-7E,MIRLET7E
HSA-LET-7F-1,MIRLET7F1
HSA-LET-7F-2,MIRLET7F2
HSA-LET-7G,MIRLET7G
HSA-LET-7I,MIRLET7I
HSA-MIR-1-1,MIR1-1
HSA-MIR-1-2,MIR1-2
HSA-MIR-100,MIR100
HSA-MIR-101-1,MIR101-1
HSA-MIR-101-2,MIR101-2
HSA-MIR-103-1,MIR103A1
HSA-MIR-103-1-AS,MIR103B1
HSA-MIR-103-2,MIR103A2
HSA-MIR-103-2-AS,MIR103B2
HSA-MIR-103A-1,MIR103A1
HSA-MIR-103A-2,MIR103A2
HSA-MIR-103B-1,MIR103B1
HSA-MIR-103B-2,MIR103B2
HSA-MIR-105-1,MIR105-1
HSA-MIR-105-2,MIR105-2
HSA-MIR-106A,MIR106A
HSA-MIR-106B,MIR106B
HSA-MIR-107,MIR107
HSA-MIR-10A,MIR10A
HSA-MIR-10B,MIR10B
HSA-MIR-1178,MIR1178
HSA-MIR-1179,MIR1179
HSA-MIR-1180,MIR1180
HSA-MIR-1181,MIR1181
HSA-MIR-1182,MIR1182
HSA-MIR-1183,MIR1183
HSA-MIR-1184,MIR1184-1
HSA-MIR-1184-2,MIR1184-2
HSA-MIR-1184-3,MIR1184-3
HSA-MIR-1185-1,MIR1185-1
HSA-MIR-1185-2,MIR1185-2
HSA-MIR-1193,MIR1193
HSA-MIR-1197,MIR1197
HSA-MIR-1199,MIR1199
HSA-MIR-1200,MIR1200
HSA-MIR-1201,SNORD126
HSA-MIR-1202,MIR1202
HSA-MIR-1203,MIR1203
HSA-MIR-1204,MIR1204
HSA-MIR-1205,MIR1205
HSA-MIR-1206,MIR1206
HSA-MIR-1207,MIR1207
HSA-MIR-1208,MIR1208
HSA-MIR-122,MIR122
HSA-MIR-1224,MIR1224
HSA-MIR-1225,MIR1225
HSA-MIR-1226,MIR1226
HSA-MIR-1227,MIR1227
HSA-MIR-1228,MIR1228
HSA-MIR-1229,MIR1229
HSA-MIR-122A,MIR122
HSA-MIR-1231,MIR1231
HSA-MIR-1233,MIR1233-1
HSA-MIR-1233-2,MIR1233-2
HSA-MIR-1234,MIR1234
HSA-MIR-1236,MIR1236
HSA-MIR-1237,MIR1237
HSA-MIR-1238,MIR1238
HSA-MIR-124-1,MIR124-1
HSA-MIR-124-2,MIR124-2
HSA-MIR-124-3,MIR124-3
HSA-MIR-1243,MIR1243
HSA-MIR-1244,MIR1244-1
HSA-MIR-1244-2,MIR1244-2
HSA-MIR-1244-3,MIR1244-3
HSA-MIR-1245,MIR1245A
HSA-MIR-1245B,MIR1245B
HSA-MIR-1246,MIR1246
HSA-MIR-1247,MIR1247
HSA-MIR-1248,MIR1248
HSA-MIR-1249,MIR1249
HSA-MIR-124A-1,MIR124-1
HSA-MIR-124A-2,MIR124-2
HSA-MIR-124A-3,MIR124-3
HSA-MIR-1250,MIR1250
HSA-MIR-1251,MIR1251
HSA-MIR-1252,MIR1252
HSA-MIR-1253,MIR1253
HSA-MIR-1254,MIR1254-1
HSA-MIR-1254-2,MIR1254-2
HSA-MIR-1255A,MIR1255A
HSA-MIR-1255B-1,MIR1255B1
HSA-MIR-1255B-2,MIR1255B2
HSA-MIR-1256,MIR1256
HSA-MIR-1257,MIR1257
HSA-MIR-1258,MIR1258
HSA-MIR-1259,SNORD12
HSA-MIR-125A,MIR125A
HSA-MIR-125B-1,MIR125B1
HSA-MIR-125B-2,MIR125B2
HSA-MIR-126,MIR126
HSA-MIR-1260,MIR1260A
HSA-MIR-1260B,MIR1260B
HSA-MIR-1261,MIR1261
HSA-MIR-1262,MIR1262
HSA-MIR-1263,MIR1263
HSA-MIR-1264,MIR1264
HSA-MIR-1265,MIR1265
HSA-MIR-1266,MIR1266
HSA-MIR-1267,MIR1267
HSA-MIR-1268,MIR1268A
HSA-MIR-1268B,MIR1268B
HSA-MIR-1269,MIR1269A
HSA-MIR-1269B,MIR1269B
HSA-MIR-127,MIR127
HSA-MIR-1270,MIR1270
HSA-MIR-1270-2,MIR1270
HSA-MIR-1271,MIR1271
HSA-MIR-1272,MIR1272
HSA-MIR-1273,MIR1273A
HSA-MIR-1273C,MIR1273C
HSA-MIR-1273D,MIR1273D
HSA-MIR-1273F,MIR1273F
HSA-MIR-1273G,MIR1273G
HSA-MIR-1273H,MIR1273H
HSA-MIR-1275,MIR1275
HSA-MIR-1276,MIR1276
HSA-MIR-1277,MIR1277
HSA-MIR-1278,MIR1278
HSA-MIR-1279,MIR1279
HSA-MIR-128-1,MIR128-1
HSA-MIR-128-2,MIR128-2
HSA-MIR-1281,MIR1281
HSA-MIR-1282,MIR1282
HSA-MIR-1283-1,MIR1283-1
HSA-MIR-1283-2,MIR1283-2
HSA-MIR-1284,MIR1284
HSA-MIR-1285-1,MIR1285-1
HSA-MIR-1285-2,MIR1285-2
HSA-MIR-1286,MIR1286
HSA-MIR-1287,MIR1287
HSA-MIR-1288,MIR1288
HSA-MIR-1289-1,MIR1289-1
HSA-MIR-1289-2,MIR1289-2
HSA-MIR-128A,MIR128-1
HSA-MIR-128B,MIR128-2
HSA-MIR-129-1,MIR129-1
HSA-MIR-129-2,MIR129-2
HSA-MIR-1290,MIR1290
HSA-MIR-1291,MIR1291
HSA-MIR-1292,MIR1292
HSA-MIR-1293,MIR1293
HSA-MIR-1294,MIR1294
HSA-MIR-1295,MIR1295A
HSA-MIR-1295B,MIR1295B
HSA-MIR-1296,MIR1296
HSA-MIR-1297,MIR1297
HSA-MIR-1298,MIR1298
HSA-MIR-1299,MIR1299
HSA-MIR-1301,MIR1301
HSA-MIR-1302-1,MIR1302-1
HSA-MIR-1302-10,MIR1302-10
HSA-MIR-1302-11,MIR1302-11
HSA-MIR-1302-2,MIR1302-2
HSA-MIR-1302-3,MIR1302-3
HSA-MIR-1302-4,MIR1302-4
HSA-MIR-1302-5,MIR1302-5
HSA-MIR-1302-6,MIR1302-6
HSA-MIR-1302-7,MIR1302-7
HSA-MIR-1302-8,MIR1302-8
HSA-MIR-1302-9,MIR1302-9
HSA-MIR-1303,MIR1303
HSA-MIR-1304,MIR1304
HSA-MIR-1305,MIR1305
HSA-MIR-1306,MIR1306
HSA-MIR-1307,MIR1307
HSA-MIR-130A,MIR130A
HSA-MIR-130B,MIR130B
HSA-MIR-132,MIR132
HSA-MIR-1321,MIR1321
HSA-MIR-1322,MIR1322
HSA-MIR-1323,MIR1323
HSA-MIR-1324,MIR1324
HSA-MIR-133A-1,MIR133A1
HSA-MIR-133A-2,MIR133A2
HSA-MIR-133B,MIR133B
HSA-MIR-134,MIR134
HSA-MIR-1343,MIR1343
HSA-MIR-135-1,MIR135A1
HSA-MIR-135-2,MIR135A2
HSA-MIR-135A-1,MIR135A1
HSA-MIR-135A-2,MIR135A2
HSA-MIR-135B,MIR135B
HSA-MIR-136,MIR136
HSA-MIR-137,MIR137
HSA-MIR-138-1,MIR138-1
HSA-MIR-138-2,MIR138-2
HSA-MIR-139,MIR139
HSA-MIR-140,MIR140
HSA-MIR-141,MIR141
HSA-MIR-142,MIR142
HSA-MIR-143,MIR143
HSA-MIR-144,MIR144
HSA-MIR-145,MIR145
HSA-MIR-146,MIR146A
HSA-MIR-1468,MIR1468
HSA-MIR-1469,MIR1469
HSA-MIR-146A,MIR146A
HSA-MIR-146B,MIR146B
HSA-MIR-147,MIR147A
HSA-MIR-1470,MIR1470
HSA-MIR-1471,MIR1471
HSA-MIR-147B,MIR147B
HSA-MIR-148,MIR148A
HSA-MIR-148A,MIR148A
HSA-MIR-148B,MIR148B
HSA-MIR-149,MIR149
HSA-MIR-150,MIR150
HSA-MIR-151,MIR151A
HSA-MIR-151B,MIR151B
HSA-MIR-152,MIR152
HSA-MIR-153-1,MIR153-1
HSA-MIR-153-2,MIR153-2
HSA-MIR-1537,MIR1537
HSA-MIR-1538,MIR1538
HSA-MIR-1539,MIR1539
HSA-MIR-154,MIR154
HSA-MIR-155,MIR155
HSA-MIR-1587,MIR1587
HSA-MIR-15A,MIR15A
HSA-MIR-15B,MIR15B
HSA-MIR-16-1,MIR16-1
HSA-MIR-16-2,MIR16-2
HSA-MIR-17,MIR17
HSA-MIR-18,MIR18A
HSA-MIR-181A,MIR181A2
HSA-MIR-181B-1,MIR181B1
HSA-MIR-181B-2,MIR181B2
HSA-MIR-181C,MIR181C
HSA-MIR-181D,MIR181D
HSA-MIR-182,MIR182
HSA-MIR-1825,MIR1825
HSA-MIR-1827,MIR1827
HSA-MIR-183,MIR183
HSA-MIR-184,MIR184
HSA-MIR-185,MIR185
HSA-MIR-186,MIR186
HSA-MIR-187,MIR187
HSA-MIR-188,MIR188
HSA-MIR-18A,MIR18A
HSA-MIR-18B,MIR18B
HSA-MIR-190,MIR190A
HSA-MIR-1908,MIR1908
HSA-MIR-1909,MIR1909
HSA-MIR-190B,MIR190B
HSA-MIR-191,MIR191
HSA-MIR-1910,MIR1910
HSA-MIR-1911,MIR1911
HSA-MIR-1912,MIR1912
HSA-MIR-1913,MIR1913
HSA-MIR-1914,MIR1914
HSA-MIR-1915,MIR1915
HSA-MIR-192,MIR192
HSA-MIR-193,MIR193A
HSA-MIR-193A,MIR193A
HSA-MIR-193B,MIR193B
HSA-MIR-194-1,MIR194-1
HSA-MIR-194-2,MIR194-2
HSA-MIR-195,MIR195
HSA-MIR-196-1,MIR196A1
HSA-MIR-196-2,MIR196A2
HSA-MIR-196A-1,MIR196A1
HSA-MIR-196A-2,MIR196A2
HSA-MIR-196B,MIR196B
HSA-MIR-197,MIR197
HSA-MIR-1972,MIR1972-1
HSA-MIR-1972-2,MIR1972-2
HSA-MIR-1973,MIR1973
HSA-MIR-1976,MIR1976
HSA-MIR-198,MIR198
HSA-MIR-199A-1,MIR199A1
HSA-MIR-199A-2,MIR199A2
HSA-MIR-199B,MIR199B
HSA-MIR-19A,MIR19A
HSA-MIR-19B-1,MIR19B1
HSA-MIR-19B-2,MIR19B2
HSA-MIR-20,MIR20A
HSA-MIR-200A,MIR200A
HSA-MIR-200B,MIR200B
HSA-MIR-200C,MIR200C
HSA-MIR-202,MIR202
HSA-MIR-203,MIR203A
HSA-MIR-204,MIR204
HSA-MIR-205,MIR205
HSA-MIR-2052,MIR2052
HSA-MIR-2053,MIR2053
HSA-MIR-2054,MIR2054
HSA-MIR-206,MIR206
HSA-MIR-208,MIR208A
HSA-MIR-208A,MIR208A
HSA-MIR-208B,MIR208B
HSA-MIR-20A,MIR20A
HSA-MIR-20B,MIR20B
HSA-MIR-21,MIR21
HSA-MIR-210,MIR210
HSA-MIR-211,MIR211
HSA-MIR-2110,MIR2110
HSA-MIR-2113,MIR2113
HSA-MIR-2114,MIR2114
HSA-MIR-2115,MIR2115
HSA-MIR-2116,MIR2116
HSA-MIR-2117,MIR2117
HSA-MIR-212,MIR212
HSA-MIR-213,MIR181A1
HSA-MIR-214,MIR214
HSA-MIR-215,MIR215
HSA-MIR-216,MIR216A
HSA-MIR-216A,MIR216A
HSA-MIR-216B,MIR216B
HSA-MIR-217,MIR217
HSA-MIR-218-1,MIR218-1
HSA-MIR-218-2,MIR218-2
HSA-MIR-219-1,MIR219A1
HSA-MIR-219-2,MIR219A2
HSA-MIR-22,MIR22
HSA-MIR-221,MIR221
HSA-MIR-222,MIR222
HSA-MIR-223,MIR223
HSA-MIR-224,MIR224
HSA-MIR-2276,MIR2276
HSA-MIR-2277,MIR2277
HSA-MIR-2278,MIR2278
HSA-MIR-2355,MIR2355
HSA-MIR-2392,MIR2392
HSA-MIR-23A,MIR23A
HSA-MIR-23B,MIR23B
HSA-MIR-23C,MIR23C
HSA-MIR-24-1,MIR24-1
HSA-MIR-24-2,MIR24-2
HSA-MIR-2467,MIR2467
HSA-MIR-25,MIR25
HSA-MIR-2681,MIR2681
HSA-MIR-2682,MIR2682
HSA-MIR-26A-1,MIR26A1
HSA-MIR-26A-2,MIR26A2
HSA-MIR-26B,MIR26B
HSA-MIR-27A,MIR27A
HSA-MIR-27B,MIR27B
HSA-MIR-28,MIR28
HSA-MIR-2861,MIR2861
HSA-MIR-29,MIR29A
HSA-MIR-2909,MIR2909
HSA-MIR-296,MIR296
HSA-MIR-2964A,MIR219B
HSA-MIR-297,MIR297
HSA-MIR-298,MIR298
HSA-MIR-299,MIR299
HSA-MIR-29A,MIR29A
HSA-MIR-29B-1,MIR29B1
HSA-MIR-29B-2,MIR29B2
HSA-MIR-29C,MIR29C
HSA-MIR-300,MIR300
HSA-MIR-301,MIR301A
HSA-MIR-301A,MIR301A
HSA-MIR-301B,MIR301B
HSA-MIR-302,MIR302A
HSA-MIR-302A,MIR302A
HSA-MIR-302B,MIR302B
HSA-MIR-302C,MIR302C
HSA-MIR-302D,MIR302D
HSA-MIR-302E,MIR302E
HSA-MIR-302F,MIR302F
HSA-MIR-3064,MIR3064
HSA-MIR-3065,MIR3065
HSA-MIR-3074,MIR3074
HSA-MIR-30A,MIR30A
HSA-MIR-30B,MIR30B
HSA-MIR-30C-1,MIR30C1
HSA-MIR-30C-2,MIR30C2
HSA-MIR-30D,MIR30D
HSA-MIR-30E,MIR30E
HSA-MIR-31,MIR31
HSA-MIR-3115,MIR3115
HSA-MIR-3116-1,MIR3116-1
HSA-MIR-3116-2,MIR3116-2
HSA-MIR-3117,MIR3117
HSA-MIR-3118-1,MIR3118-1
HSA-MIR-3118-2,MIR3118-2
HSA-MIR-3118-3,MIR3118-3
HSA-MIR-3118-4,MIR3118-4
HSA-MIR-3119-1,MIR3119-1
HSA-MIR-3119-2,MIR3119-2
HSA-MIR-3120,MIR3120
HSA-MIR-3121,MIR3121
HSA-MIR-3122,MIR3122
HSA-MIR-3123,MIR3123
HSA-MIR-3124,MIR3124
HSA-MIR-3125,MIR3125
HSA-MIR-3126,MIR3126
HSA-MIR-3127,MIR3127
HSA-MIR-3128,MIR3128
HSA-MIR-3129,MIR3129
HSA-MIR-3130-1,MIR3130-1
HSA-MIR-3130-2,MIR3130-2
HSA-MIR-3130-3,MIR3130-1
HSA-MIR-3130-4,MIR3130-2
HSA-MIR-3131,MIR3131
HSA-MIR-3132,MIR3132
HSA-MIR-3133,MIR3133
HSA-MIR-3134,MIR3134
HSA-MIR-3135,MIR3135A
HSA-MIR-3135B,MIR3135B
HSA-MIR-3136,MIR3136
HSA-MIR-3137,MIR3137
HSA-MIR-3138,MIR3138
HSA-MIR-3139,MIR3139
HSA-MIR-3140,MIR3140
HSA-MIR-3141,MIR3141
HSA-MIR-3142,MIR3142
HSA-MIR-3143,MIR3143
HSA-MIR-3144,MIR3144
HSA-MIR-3145,MIR3145
HSA-MIR-3146,MIR3146
HSA-MIR-3147,MIR3147
HSA-MIR-3148,MIR3148
HSA-MIR-3149,MIR3149
HSA-MIR-3150,MIR3150A
HSA-MIR-3150A,MIR3150A
HSA-MIR-3150B,MIR3150B
HSA-MIR-3151,MIR3151
HSA-MIR-3152,MIR3152
HSA-MIR-3153,MIR3153
HSA-MIR-3154,MIR3154
HSA-MIR-3155,MIR3155A
HSA-MIR-3155B,MIR3155B
HSA-MIR-3156-1,MIR3156-1
HSA-MIR-3156-2,MIR3156-2
HSA-MIR-3156-3,MIR3156-3
HSA-MIR-3157,MIR3157
HSA-MIR-3158-1,MIR3158-1
HSA-MIR-3158-2,MIR3158-2
HSA-MIR-3159,MIR3159
HSA-MIR-3160-1,MIR3160-1
HSA-MIR-3160-2,MIR3160-2
HSA-MIR-3161,MIR3161
HSA-MIR-3162,MIR3162
HSA-MIR-3163,MIR3163
HSA-MIR-3164,MIR3164
HSA-MIR-3165,MIR3165
HSA-MIR-3166,MIR3166
HSA-MIR-3167,MIR3167
HSA-MIR-3168,MIR3168
HSA-MIR-3169,MIR3169
HSA-MIR-3170,MIR3170
HSA-MIR-3171,MIR3171
HSA-MIR-3173,MIR3173
HSA-MIR-3174,MIR3174
HSA-MIR-3175,MIR3175
HSA-MIR-3176,MIR3176
HSA-MIR-3177,MIR3177
HSA-MIR-3178,MIR3178
HSA-MIR-3179-1,MIR3179-1
HSA-MIR-3179-2,MIR3179-2
HSA-MIR-3179-3,MIR3179-3
HSA-MIR-3180-1,MIR3180-1
HSA-MIR-3180-2,MIR3180-2
HSA-MIR-3180-3,MIR3180-3
HSA-MIR-3180-4,MIR3180-4
HSA-MIR-3180-5,MIR3180-5
HSA-MIR-3181,MIR3181
HSA-MIR-3182,MIR3182
HSA-MIR-3183,MIR3183
HSA-MIR-3184,MIR3184
HSA-MIR-3185,MIR3185
HSA-MIR-3186,MIR3186
HSA-MIR-3187,MIR3187
HSA-MIR-3188,MIR3188
HSA-MIR-3189,MIR3189
HSA-MIR-3190,MIR3190
HSA-MIR-3191,MIR3191
HSA-MIR-3192,MIR3192
HSA-MIR-3193,MIR3193
HSA-MIR-3194,MIR3194
HSA-MIR-3195,MIR3195
HSA-MIR-3196,MIR3196
HSA-MIR-3197,MIR3197
HSA-MIR-3198-1,MIR3198-1
HSA-MIR-3198-2,MIR3198-2
HSA-MIR-3199-1,MIR3199-1
HSA-MIR-3199-2,MIR3199-2
HSA-MIR-32,MIR32
HSA-MIR-320,MIR320A
HSA-MIR-3200,MIR3200
HSA-MIR-3201,MIR3201
HSA-MIR-3202-1,MIR3202-1
HSA-MIR-3202-2,MIR3202-2
HSA-MIR-320B-1,MIR320B1
HSA-MIR-320B-2,MIR320B2
HSA-MIR-320C-1,MIR320C1
HSA-MIR-320C-2,MIR320C2
HSA-MIR-320D-1,MIR320D1
HSA-MIR-320D-2,MIR320D2
HSA-MIR-320E,MIR320E
HSA-MIR-323,MIR323A
HSA-MIR-323B,MIR323B
HSA-MIR-324,MIR324
HSA-MIR-325,MIR325
HSA-MIR-326,MIR326
HSA-MIR-328,MIR328
HSA-MIR-329-1,MIR329-1
HSA-MIR-329-2,MIR329-2
HSA-MIR-33,MIR33A
HSA-MIR-330,MIR330
HSA-MIR-331,MIR331
HSA-MIR-335,MIR335
HSA-MIR-337,MIR337
HSA-MIR-338,MIR338
HSA-MIR-339,MIR339
HSA-MIR-33A,MIR33A
HSA-MIR-33B,MIR33B
HSA-MIR-340,MIR340
HSA-MIR-342,MIR342
HSA-MIR-345,MIR345
HSA-MIR-346,MIR346
HSA-MIR-34A,MIR34A
HSA-MIR-34B,MIR34B
HSA-MIR-34C,MIR34C
HSA-MIR-3529,MIR3529
HSA-MIR-3545,MIR203B
HSA-MIR-3591,MIR3591
HSA-MIR-3605,MIR3605
HSA-MIR-3606,MIR3606
HSA-MIR-3607,MIR3607
HSA-MIR-3609,MIR3609
HSA-MIR-361,MIR361
HSA-MIR-3610,MIR3610
HSA-MIR-3611,MIR3611
HSA-MIR-3612,MIR3612
HSA-MIR-3613,MIR3613
HSA-MIR-3614,MIR3614
HSA-MIR-3615,MIR3615
HSA-MIR-3616,MIR3616
HSA-MIR-3617,MIR3617
HSA-MIR-3618,MIR3618
HSA-MIR-3619,MIR3619
HSA-MIR-362,MIR362
HSA-MIR-3620,MIR3620
HSA-MIR-3621,MIR3621
HSA-MIR-3622A,MIR3622A
HSA-MIR-3622B,MIR3622B
HSA-MIR-363,MIR363
HSA-MIR-3646,MIR3646
HSA-MIR-3647,SNORD111B
HSA-MIR-3648,MIR3648-1
HSA-MIR-3649,MIR3649
HSA-MIR-365-1,MIR365A
HSA-MIR-365-2,MIR365B
HSA-MIR-3650,MIR3650
HSA-MIR-3651,MIR3651
HSA-MIR-3652,MIR3652
HSA-MIR-3653,MIR3653
HSA-MIR-3654,MIR3654
HSA-MIR-3655,MIR3655
HSA-MIR-3656,MIR3656
HSA-MIR-3657,MIR3657
HSA-MIR-3658,MIR3658
HSA-MIR-3659,MIR3659
HSA-MIR-3660,MIR3660
HSA-MIR-3661,MIR3661
HSA-MIR-3662,MIR3662
HSA-MIR-3663,MIR3663
HSA-MIR-3664,MIR3664
HSA-MIR-3665,MIR3665
HSA-MIR-3666,MIR3666
HSA-MIR-3667,MIR3667
HSA-MIR-3668,MIR3668
HSA-MIR-367,MIR367
HSA-MIR-3670,MIR3670-1
HSA-MIR-3670-2,MIR3670-2
HSA-MIR-3671,MIR3671
HSA-MIR-3672,MIR3672
HSA-MIR-3674,MIR3674
HSA-MIR-3675,MIR3675
HSA-MIR-3677,MIR3677
HSA-MIR-3678,MIR3678
HSA-MIR-3679,MIR3679
HSA-MIR-368,MIR376C
HSA-MIR-3680,MIR3680-1
HSA-MIR-3680-2,MIR3680-2
HSA-MIR-3681,MIR3681
HSA-MIR-3682,MIR3682
HSA-MIR-3683,MIR3683
HSA-MIR-3684,MIR3684
HSA-MIR-3685,MIR3685
HSA-MIR-3686,MIR3686
HSA-MIR-3687,MIR3687-1
HSA-MIR-3688,MIR3688-1
HSA-MIR-3688-1,MIR3688-1
HSA-MIR-3688-2,MIR3688-2
HSA-MIR-3689A,MIR3689A
HSA-MIR-3689B,MIR3689B
HSA-MIR-3689C,MIR3689C
HSA-MIR-3689D-1,MIR3689D1
HSA-MIR-3689D-2,MIR3689D2
HSA-MIR-3689E,MIR3689E
HSA-MIR-3689F,MIR3689F
HSA-MIR-369,MIR369
HSA-MIR-3690,MIR3690
HSA-MIR-3690-2,MIR3690
HSA-MIR-3691,MIR3691
HSA-MIR-3692,MIR3692
HSA-MIR-370,MIR370
HSA-MIR-371,MIR371A
HSA-MIR-3713,MIR3713
HSA-MIR-3714,MIR3714
HSA-MIR-371B,MIR371B
HSA-MIR-372,MIR372
HSA-MIR-373,MIR373
HSA-MIR-374,MIR374A
HSA-MIR-374A,MIR374A
HSA-MIR-374B,MIR374B
HSA-MIR-374C,MIR374C
HSA-MIR-375,MIR375
HSA-MIR-376A,MIR376A1
HSA-MIR-376A-1,MIR376A1
HSA-MIR-376A-2,MIR376A2
HSA-MIR-376B,MIR376B
HSA-MIR-376C,MIR376C
HSA-MIR-377,MIR377
HSA-MIR-378,MIR378A
HSA-MIR-378B,MIR378B
HSA-MIR-378C,MIR378C
HSA-MIR-378D-1,MIR378D1
HSA-MIR-378D-2,MIR378D2
HSA-MIR-378E,MIR378E
HSA-MIR-378F,MIR378F
HSA-MIR-378G,MIR378G
HSA-MIR-378H,MIR378H
HSA-MIR-378I,MIR378I
HSA-MIR-378J,MIR378J
HSA-MIR-379,MIR379
HSA-MIR-380,MIR380
HSA-MIR-381,MIR381
HSA-MIR-382,MIR382
HSA-MIR-383,MIR383
HSA-MIR-384,MIR384
HSA-MIR-3907,MIR3907
HSA-MIR-3908,MIR3908
HSA-MIR-3909,MIR3909
HSA-MIR-3910-1,MIR3910-1
HSA-MIR-3910-2,MIR3910-2
HSA-MIR-3911,MIR3911
HSA-MIR-3912,MIR3912
HSA-MIR-3913-1,MIR3913-1
HSA-MIR-3913-2,MIR3913-2
HSA-MIR-3914-1,MIR3914-1
HSA-MIR-3914-2,MIR3914-2
HSA-MIR-3915,MIR3915
HSA-MIR-3916,MIR3916
HSA-MIR-3917,MIR3917
HSA-MIR-3918,MIR3918
HSA-MIR-3919,MIR3919
HSA-MIR-3920,MIR3920
HSA-MIR-3921,MIR3921
HSA-MIR-3922,MIR3922
HSA-MIR-3923,MIR3923
HSA-MIR-3924,MIR3924
HSA-MIR-3925,MIR3925
HSA-MIR-3926-1,MIR3926-1
HSA-MIR-3926-2,MIR3926-2
HSA-MIR-3927,MIR3927
HSA-MIR-3928,MIR3928
HSA-MIR-3929,MIR3929
HSA-MIR-3934,MIR3934
HSA-MIR-3935,MIR3935
HSA-MIR-3936,MIR3936
HSA-MIR-3937,MIR3937
HSA-MIR-3938,MIR3938
HSA-MIR-3939,MIR3939
HSA-MIR-3940,MIR3940
HSA-MIR-3941,MIR3941
HSA-MIR-3942,MIR3942
HSA-MIR-3943,MIR3943
HSA-MIR-3944,MIR3944
HSA-MIR-3945,MIR3945
HSA-MIR-3960,MIR3960
HSA-MIR-3972,MIR3972
HSA-MIR-3973,MIR3973
HSA-MIR-3974,MIR3974
HSA-MIR-3975,MIR3975
HSA-MIR-3976,MIR3976
HSA-MIR-3977,MIR3977
HSA-MIR-3978,MIR3978
HSA-MIR-409,MIR409
HSA-MIR-410,MIR410
HSA-MIR-411,MIR411
HSA-MIR-412,MIR412
HSA-MIR-421,MIR421
HSA-MIR-422A,MIR422A
HSA-MIR-423,MIR423
HSA-MIR-424,MIR424
HSA-MIR-425,MIR425
HSA-MIR-4251,MIR4251
HSA-MIR-4252,MIR4252
HSA-MIR-4253,MIR4253
HSA-MIR-4254,MIR4254
HSA-MIR-4255,MIR4255
HSA-MIR-4256,MIR4256
HSA-MIR-4257,MIR4257
HSA-MIR-4258,MIR4258
HSA-MIR-4259,MIR4259
HSA-MIR-4260,MIR4260
HSA-MIR-4261,MIR4261
HSA-MIR-4262,MIR4262
HSA-MIR-4263,MIR4263
HSA-MIR-4264,MIR4264
HSA-MIR-4265,MIR4265
HSA-MIR-4266,MIR4266
HSA-MIR-4267,MIR4267
HSA-MIR-4268,MIR4268
HSA-MIR-4269,MIR4269
HSA-MIR-4270,MIR4270
HSA-MIR-4271,MIR4271
HSA-MIR-4272,MIR4272
HSA-MIR-4273,MIR4273
HSA-MIR-4274,MIR4274
HSA-MIR-4275,MIR4275
HSA-MIR-4276,MIR4276
HSA-MIR-4277,MIR4277
HSA-MIR-4278,MIR4278
HSA-MIR-4279,MIR4279
HSA-MIR-4280,MIR4280
HSA-MIR-4281,MIR4281
HSA-MIR-4282,MIR4282
HSA-MIR-4283-1,MIR4283-1
HSA-MIR-4283-2,MIR4283-2
HSA-MIR-4284,MIR4284
HSA-MIR-4285,MIR4285
HSA-MIR-4286,MIR4286
HSA-MIR-4287,MIR4287
HSA-MIR-4288,MIR4288
HSA-MIR-4289,MIR4289
HSA-MIR-429,MIR429
HSA-MIR-4290,MIR4290
HSA-MIR-4291,MIR4291
HSA-MIR-4292,MIR4292
HSA-MIR-4293,MIR4293
HSA-MIR-4294,MIR4294
HSA-MIR-4295,MIR4295
HSA-MIR-4296,MIR4296
HSA-MIR-4297,MIR4297
HSA-MIR-4298,MIR4298
HSA-MIR-4299,MIR4299
HSA-MIR-4300,MIR4300
HSA-MIR-4301,MIR4301
HSA-MIR-4302,MIR4302
HSA-MIR-4303,MIR4303
HSA-MIR-4304,MIR4304
HSA-MIR-4305,MIR4305
HSA-MIR-4306,MIR4306
HSA-MIR-4307,MIR4307
HSA-MIR-4308,MIR4308
HSA-MIR-4309,MIR4309
HSA-MIR-431,MIR431
HSA-MIR-4310,MIR4310
HSA-MIR-4311,MIR4311
HSA-MIR-4312,MIR4312
HSA-MIR-4313,MIR4313
HSA-MIR-4314,MIR4314
HSA-MIR-4315-1,MIR4315-1
HSA-MIR-4315-2,MIR4315-2
HSA-MIR-4316,MIR4316
HSA-MIR-4317,MIR4317
HSA-MIR-4318,MIR4318
HSA-MIR-4319,MIR4319
